question,course,document
How do I fix the istio update resources error on kubectl > 1.25.0?,machine-learning-zoomcamp,5cb58698
Who added the solution for the istio error during KServe installation?,machine-learning-zoomcamp,5cb58698
What are the components of the Project section?,machine-learning-zoomcamp,de650b41
What does the 'Problem title' refer to?,machine-learning-zoomcamp,de650b41
What will I find in the 'Problem description'?,machine-learning-zoomcamp,de650b41
What should be included in the 'Solution description'?,machine-learning-zoomcamp,de650b41
Who can add optional information to the Projects section?,machine-learning-zoomcamp,de650b41
Where can I find the project deadlines?,machine-learning-zoomcamp,9ffacaac
How do I access the cohort-specific project deadlines?,machine-learning-zoomcamp,9ffacaac
Where is the cohort folder located?,machine-learning-zoomcamp,9ffacaac
Are the deadlines the same as the 2022 cohort?,machine-learning-zoomcamp,9ffacaac
Where can I view deadlines for the midterm project?,machine-learning-zoomcamp,9ffacaac
Are midterm projects done individually?,machine-learning-zoomcamp,4dfb5d4f
Is the capstone project a solo effort?,machine-learning-zoomcamp,4dfb5d4f
Should I work alone on the midterm?,machine-learning-zoomcamp,4dfb5d4f
Can I collaborate on the capstone?,machine-learning-zoomcamp,4dfb5d4f
Do I need a partner for the midterm?,machine-learning-zoomcamp,4dfb5d4f
What should be included in a midterm project?,machine-learning-zoomcamp,0b8739b7
How many modules should the capstone project cover?,machine-learning-zoomcamp,0b8739b7
Can I include topics not covered in class for my project?,machine-learning-zoomcamp,0b8739b7
Where can I find recorded office hours for previous cohorts?,machine-learning-zoomcamp,0b8739b7
When was the ML Zoomcamp first launched?,machine-learning-zoomcamp,0b8739b7
Where can I find a sample of the Midterm Project?,machine-learning-zoomcamp,9eb52679
What should I do if my cohort's syllabus is different?,machine-learning-zoomcamp,9eb52679
Where do I submit my MidTerm Project?,machine-learning-zoomcamp,9eb52679
Can you recommend any sources to find datasets?,machine-learning-zoomcamp,9eb52679
What steps should I follow for the Midterm Project?,machine-learning-zoomcamp,9eb52679
Where can I find instructions for conducting peer reviews for projects?,machine-learning-zoomcamp,7a1fcfd9
Will there be a compiled list of submitted projects for peer review?,machine-learning-zoomcamp,7a1fcfd9
How will I know which projects are assigned to me for review?,machine-learning-zoomcamp,7a1fcfd9
What format will the links to projects be provided in for peer reviews?,machine-learning-zoomcamp,7a1fcfd9
Who is responsible for compiling the sheet with project links and hashed emails for reviews?,machine-learning-zoomcamp,7a1fcfd9
How do I compute the hash for project review?,machine-learning-zoomcamp,1cfa62c5
What is the process to calculate the hash for the project?,machine-learning-zoomcamp,1cfa62c5
Where can I find the method for computing the hash for my project review?,machine-learning-zoomcamp,1cfa62c5
Can you guide me on how to calculate the hash for reviewing my project?,machine-learning-zoomcamp,1cfa62c5
What resources are available for learning to compute the hash for the project review?,machine-learning-zoomcamp,1cfa62c5
How many learning in public posts are required for the midterm project?,machine-learning-zoomcamp,2a78f52e
Should each learning in public post for the midterm be made daily?,machine-learning-zoomcamp,2a78f52e
Does the value of 14! mean we need 14 separate posts for the midterm project?,machine-learning-zoomcamp,2a78f52e
Are we supposed to do one learning in public post for each of the 14 days for the midterm?,machine-learning-zoomcamp,2a78f52e
Is the learning in public requirement for the midterm one post per day totaling 14 posts?,machine-learning-zoomcamp,2a78f52e
What can I use to upload large files to GitHub?,machine-learning-zoomcamp,68aeab64
How can I handle a dataset that is too large for GitHub?,machine-learning-zoomcamp,68aeab64
Is there a way to manage large files in a GitHub repository?,machine-learning-zoomcamp,68aeab64
What solution exists for uploading large datasets on GitHub?,machine-learning-zoomcamp,68aeab64
Can git-lfs help with uploading large files to GitHub?,machine-learning-zoomcamp,68aeab64
"If I submit two projects and miss the third, will I still receive the certificate?",machine-learning-zoomcamp,9a7c26e0
Is it necessary to complete three projects for the course certificate?,machine-learning-zoomcamp,9a7c26e0
Can I earn the certificate by submitting only two projects?,machine-learning-zoomcamp,9a7c26e0
How many projects do I need to complete to get the course certificate?,machine-learning-zoomcamp,9a7c26e0
Do I need to peer-review projects to qualify for the certificate?,machine-learning-zoomcamp,9a7c26e0
"If I skip the last project, will I have to peer review in the second capstone?",machine-learning-zoomcamp,1fd83eb9
Do I need to review peers if I don't submit a project?,machine-learning-zoomcamp,1fd83eb9
Can you confirm that only submitted projects require peer reviews?,machine-learning-zoomcamp,1fd83eb9
Did Alexey Grigorev confirm on Slack that unsubmitted projects don't need reviews?,machine-learning-zoomcamp,1fd83eb9
Who confirmed that projects must be submitted for peer reviews?,machine-learning-zoomcamp,1fd83eb9
What does 'train multiple models' mean in the context of the midterm deliverables?,machine-learning-zoomcamp,fbaa5b20
Is there a minimum number of models I need to train for the midterm project?,machine-learning-zoomcamp,fbaa5b20
Does 'multiple models' mean I need to train a specific number of models?,machine-learning-zoomcamp,fbaa5b20
"For the midterm deliverables, is training more than one model sufficient?",machine-learning-zoomcamp,fbaa5b20
"Regarding Point 4 in the midterm, how many models am I expected to train to meet the requirements?",machine-learning-zoomcamp,fbaa5b20
How can I determine which projects I need to evaluate as a peer reviewer?,machine-learning-zoomcamp,37eab341
Where can I find the list of projects that need to be evaluated for the capstone?,machine-learning-zoomcamp,37eab341
How do I generate the hash value for my email address to find assigned peer projects?,machine-learning-zoomcamp,37eab341
What is the process to follow after computing my email’s hash value?,machine-learning-zoomcamp,37eab341
How many peer projects am I required to review for the capstone?,machine-learning-zoomcamp,37eab341
Do you pass a project based on the average of others' scores?,machine-learning-zoomcamp,57754faf
Is passing determined by your total score?,machine-learning-zoomcamp,57754faf
Is the project scoring method designed to ensure most students pass?,machine-learning-zoomcamp,57754faf
Whose scores are considered for passing a project?,machine-learning-zoomcamp,57754faf
What is the basis for passing projects in this course?,machine-learning-zoomcamp,57754faf
Why is it necessary to include a train.py file if I already have a notebook.ipynb?,machine-learning-zoomcamp,6979c5d1
What is the purpose of submitting a train.py file?,machine-learning-zoomcamp,6979c5d1
How will my peers use the train.py file during the review?,machine-learning-zoomcamp,6979c5d1
Why should the train.py file also be included in the conda or pipenv environment?,machine-learning-zoomcamp,6979c5d1
Is the train.py file crucial for cross-checking my training process?,machine-learning-zoomcamp,6979c5d1
How do I install the Pillow library?,machine-learning-zoomcamp,a1bd8c34
What command do I use to open an image with the Pillow library?,machine-learning-zoomcamp,a1bd8c34
Which function converts an image to a NumPy array?,machine-learning-zoomcamp,a1bd8c34
What is the first step to load an image in Python?,machine-learning-zoomcamp,a1bd8c34
Can Pillow be used to handle image files in Python?,machine-learning-zoomcamp,a1bd8c34
Why is a train.py file required instead of a train.ipynb file in the midterm project folder?,machine-learning-zoomcamp,b2ab0fc1
Is it mandatory to include a train.py file for training models in our project?,machine-learning-zoomcamp,b2ab0fc1
What is the advantage of using a train.py file over a train.ipynb file for model training?,machine-learning-zoomcamp,b2ab0fc1
Do training jobs in real life typically use python scripts rather than notebooks?,machine-learning-zoomcamp,b2ab0fc1
Can we submit just a train.ipynb file for training our model in the midterm project?,machine-learning-zoomcamp,b2ab0fc1
How can I serve a form for users to enter data for model processing?,machine-learning-zoomcamp,80c439a9
What interface can be used to manage forms and validations for user data entry?,machine-learning-zoomcamp,80c439a9
Should backend validations be performed for user-entered data models?,machine-learning-zoomcamp,80c439a9
What platform can I use to create a mobile app or form interface for data entry?,machine-learning-zoomcamp,80c439a9
Where can I find information about using Streamlit for frontend applications?,machine-learning-zoomcamp,80c439a9
How can I determine feature importance for an XGBoost model?,machine-learning-zoomcamp,ff93b86e
What is the error when using model.feature_importances_ with XGBoost?,machine-learning-zoomcamp,ff93b86e
What should I use instead of model.feature_importances_ for XGBoost?,machine-learning-zoomcamp,ff93b86e
Which attribute will give an AttributeError when checking feature importance in XGBoost?,machine-learning-zoomcamp,ff93b86e
How should I train an XGBoost model to use get_score() for feature importance?,machine-learning-zoomcamp,ff93b86e
What does '[Errno 12] Cannot allocate memory' mean in ECS logs?,machine-learning-zoomcamp,fcd86c8f
How can I solve a memory allocation error in AWS ECS?,machine-learning-zoomcamp,fcd86c8f
Why am I getting a '[Errno 12]' error in my container task?,machine-learning-zoomcamp,fcd86c8f
What steps should I take if I see '[Errno 12] Cannot allocate memory' in my ECS task log?,machine-learning-zoomcamp,fcd86c8f
Who provided the solution for the '[Errno 12]' error in the course FAQ?,machine-learning-zoomcamp,fcd86c8f
Why does Pickle throw an error saying it can't get attribute on module __main__ when running a Docker container with waitress?,machine-learning-zoomcamp,236864c2
What makes the Pickle error go away when Flask is used directly without waitress?,machine-learning-zoomcamp,236864c2
What causes the Pickle error involving a custom column transformer class and module __main__?,machine-learning-zoomcamp,236864c2
What is the solution to resolve the Pickle error with custom classes when using waitress?,machine-learning-zoomcamp,236864c2
